param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id
log_lik[1668],1.51779,0.000330641,0.0179232,0.0183154,1.48867,1.51823,1.54721,2964.91,2588.45,0.207057,1.00041,jf
log_lik[1669],1.49787,0.000417805,0.0274205,0.0278369,1.45224,1.49774,1.54288,4337.37,2721.96,0.302904,1.00076,jf
log_lik[1670],1.6466,0.000297322,0.0162129,0.0163511,1.61973,1.64676,1.67272,3063.68,2259.19,0.213955,1.00145,jf
log_lik[1671],1.7788,0.000271002,0.0159457,0.0160139,1.752,1.77899,1.80499,3509.67,2515.33,0.245101,1.00019,jf
log_lik[1672],1.45605,0.000304856,0.0113014,0.011381,1.43702,1.45643,1.47433,1379.37,1884.51,0.0963297,1.00413,jf
log_lik[1673],1.47225,0.000338927,0.0160256,0.0160761,1.44626,1.47286,1.49825,2250.89,2454.96,0.157193,1.00133,jf
log_lik[1674],1.18321,0.000279889,0.0102836,0.0104037,1.16646,1.18302,1.19973,1360.33,2007.73,0.0950001,1.00462,jf
log_lik[1675],1.54458,0.00033721,0.022669,0.0233587,1.50749,1.54433,1.58189,4539.35,2602.39,0.31701,0.999933,jf
log_lik[1676],1.64319,0.000298627,0.0160421,0.0162285,1.61653,1.64329,1.66912,2972.0,2415.19,0.207552,1.00142,jf
log_lik[1677],1.6466,0.000297322,0.0162129,0.0163511,1.61973,1.64676,1.67272,3063.68,2259.19,0.213955,1.00145,jf
log_lik[1678],0.651789,0.00100918,0.0586263,0.0589385,0.55282,0.652955,0.745768,3401.24,2958.37,0.237529,1.00012,jf
log_lik[1679],1.65304,0.000301199,0.020747,0.0205754,1.6182,1.65314,1.68689,4764.52,2489.84,0.332735,1.00186,jf
log_lik[1680],0.873562,0.000246649,0.0151638,0.014638,0.848359,0.873727,0.898249,3822.7,2483.08,0.266962,1.00033,jf
log_lik[1681],1.73753,0.000284034,0.0137064,0.0135574,1.71465,1.73788,1.76018,2354.37,2254.97,0.16442,1.00134,jf
log_lik[1682],0.434139,0.000346782,0.0233442,0.0235572,0.395508,0.434865,0.472033,4588.93,2699.95,0.320472,1.00058,jf
log_lik[1683],0.666498,0.000260583,0.0157861,0.0156768,0.639911,0.6667,0.692007,3729.33,2619.26,0.260441,1.00092,jf
log_lik[1684],1.01346,0.000241747,0.0131121,0.0128933,0.991362,1.01349,1.03478,2987.21,2402.54,0.208615,1.00053,jf
log_lik[1685],1.08339,0.000303708,0.0104533,0.0106466,1.06614,1.08337,1.1001,1191.86,1906.69,0.0832347,1.00512,jf
log_lik[1686],1.50497,0.000289506,0.0105752,0.0106745,1.4874,1.50512,1.52258,1347.94,1995.83,0.0941347,1.00443,jf
log_lik[1687],1.31455,0.00026753,0.0104329,0.0105632,1.29729,1.31443,1.33135,1535.01,2097.13,0.107199,1.00356,jf
log_lik[1688],0.854474,0.000250745,0.0129967,0.0126432,0.832954,0.854465,0.875651,2728.59,2438.07,0.190554,1.00084,jf
log_lik[1689],1.15661,0.000276375,0.0103604,0.0104893,1.13957,1.15647,1.17315,1416.43,2067.58,0.0989174,1.00432,jf
log_lik[1690],1.15144,0.00033006,0.0126726,0.0127326,1.13037,1.15172,1.17181,1484.69,1828.46,0.103685,1.00379,jf
log_lik[1691],1.14473,0.000329739,0.0125785,0.0126056,1.12379,1.145,1.16495,1465.14,1828.46,0.10232,1.00388,jf
log_lik[1692],1.04852,0.000323641,0.0114904,0.0113331,1.02922,1.04862,1.06753,1270.84,1947.56,0.0887501,1.0048,jf
log_lik[1693],0.882383,0.000249774,0.0128958,0.0128971,0.860954,0.882734,0.902898,2681.3,2479.46,0.187251,1.00155,jf
log_lik[1694],1.47421,0.000342998,0.0151666,0.0149439,1.44873,1.47425,1.49888,1986.87,2305.83,0.138755,1.00128,jf
log_lik[1695],1.28844,0.000334692,0.0118549,0.0114354,1.26844,1.28873,1.30783,1267.0,2266.22,0.0884821,1.00419,jf
log_lik[1696],1.32926,0.000299418,0.0105991,0.0106632,1.31175,1.32935,1.34651,1267.37,1773.02,0.0885081,1.00428,jf
log_lik[1697],1.46384,0.000351442,0.0215884,0.021794,1.42832,1.46407,1.49852,3773.17,2102.25,0.263503,1.00108,jf
log_lik[1698],1.34579,0.000301395,0.0107053,0.0107607,1.32816,1.34582,1.36333,1278.1,1756.44,0.0892574,1.00412,jf
log_lik[1699],1.51255,0.000332033,0.0176084,0.0180408,1.48373,1.51303,1.54146,2838.9,2548.39,0.198257,1.00054,jf
log_lik[1700],1.02471,0.000306744,0.0105839,0.0106202,1.00698,1.02483,1.04147,1201.07,1896.95,0.083878,1.00504,jf
log_lik[1701],1.52227,0.000329287,0.018248,0.0186444,1.49258,1.52269,1.55219,3100.22,2541.82,0.216507,1.00028,jf
log_lik[1702],1.77339,0.000274475,0.0180712,0.0182002,1.74355,1.77397,1.80263,4431.79,2623.77,0.309498,1.0006,jf
log_lik[1703],1.52244,0.000327184,0.0213465,0.0217858,1.48787,1.52264,1.55666,4302.8,2410.91,0.30049,0.999816,jf
log_lik[1704],0.609738,0.000267979,0.0167355,0.016884,0.581228,0.609852,0.636752,3966.94,2674.84,0.277035,1.00102,jf
log_lik[1705],1.47809,0.000312105,0.0120986,0.012325,1.45804,1.47829,1.49741,1519.94,1915.38,0.106146,1.00244,jf
log_lik[1706],1.23837,0.000274375,0.0102827,0.0103669,1.22149,1.2383,1.25502,1416.91,2049.09,0.0989513,1.00423,jf
log_lik[1707],1.14496,0.000324841,0.0110493,0.0110444,1.12619,1.14526,1.16244,1161.18,1924.7,0.0810918,1.00514,jf
log_lik[1708],1.21055,0.000272365,0.0103971,0.0105251,1.19359,1.21039,1.22724,1474.08,2173.11,0.102944,1.00393,jf
log_lik[1709],1.16545,0.000276448,0.0103408,0.0105253,1.14867,1.16531,1.18202,1410.13,2102.9,0.098478,1.00439,jf
log_lik[1710],1.13877,0.000274006,0.0104281,0.0105815,1.12172,1.13864,1.15534,1459.7,2024.33,0.101939,1.00411,jf
log_lik[1711],1.65551,0.000293412,0.0167434,0.0166669,1.62729,1.65587,1.68283,3382.54,2059.43,0.236223,1.00211,jf
log_lik[1712],1.53345,0.000312482,0.0130063,0.0133241,1.51163,1.53361,1.55461,1756.55,2158.65,0.12267,1.00153,jf
log_lik[1713],1.16142,0.000316593,0.01072,0.0108666,1.14346,1.16161,1.17858,1152.97,1956.78,0.0805187,1.00516,jf
log_lik[1714],1.27434,0.000262749,0.010608,0.0106914,1.25698,1.27415,1.29129,1644.61,2185.15,0.114853,1.00313,jf
log_lik[1715],1.23837,0.000274375,0.0102827,0.0103669,1.22149,1.2383,1.25502,1416.91,2049.09,0.0989513,1.00423,jf
log_lik[1716],1.70491,0.000289562,0.0128874,0.0126264,1.68339,1.70519,1.72641,1995.18,2341.65,0.139335,1.00208,jf
log_lik[1717],1.1655,0.000277553,0.0103315,0.0104208,1.14858,1.16534,1.18206,1395.92,1998.7,0.0974852,1.00445,jf
log_lik[1718],0.841018,0.000250077,0.0156896,0.0152661,0.815189,0.841173,0.866722,3977.04,2362.8,0.27774,1.00011,jf
log_lik[1719],1.07548,0.000302385,0.0104452,0.0106557,1.05828,1.07545,1.09214,1199.73,1847.71,0.0837843,1.00512,jf
log_lik[1720],1.32018,0.00028051,0.0102084,0.0103743,1.3033,1.32014,1.3368,1329.66,2299.42,0.0928583,1.00459,jf
log_lik[1721],1.32926,0.000299418,0.0105991,0.0106632,1.31175,1.32935,1.34651,1267.37,1773.02,0.0885081,1.00428,jf
log_lik[1722],0.971457,0.000257229,0.0128749,0.0124799,0.949812,0.971754,0.992621,2535.55,2335.95,0.177072,1.00134,jf
log_lik[1723],1.58252,0.000298146,0.0131583,0.0130758,1.56027,1.58271,1.60382,1953.75,2151.74,0.136442,1.00191,jf
log_lik[1724],1.24384,0.000259213,0.0107839,0.0107663,1.22582,1.24363,1.26115,1747.8,2313.34,0.122059,1.00274,jf
log_lik[1725],1.3169,0.000337808,0.0122237,0.0118953,1.29644,1.31716,1.33684,1324.49,2361.75,0.0924968,1.00381,jf
log_lik[1726],0.764786,0.000261233,0.0169791,0.0164669,0.736952,0.764795,0.792594,4270.64,2381.4,0.298244,1.00015,jf
log_lik[1727],1.34579,0.000301395,0.0107053,0.0107607,1.32816,1.34582,1.36333,1278.1,1756.44,0.0892574,1.00412,jf
log_lik[1728],1.02042,0.000321482,0.0112688,0.0110662,1.00156,1.0205,1.03888,1237.34,1953.15,0.0864106,1.00497,jf
log_lik[1729],1.16142,0.000316593,0.01072,0.0108666,1.14346,1.16161,1.17858,1152.97,1956.78,0.0805187,1.00516,jf
log_lik[1730],1.40743,0.000286385,0.0105881,0.0107426,1.38989,1.40749,1.42466,1371.56,2420.38,0.0957839,1.0043,jf
log_lik[1731],1.41793,0.000303602,0.0109495,0.0110261,1.39924,1.41824,1.43597,1307.33,1846.98,0.0912987,1.00461,jf
log_lik[1732],1.09709,0.000327028,0.0119779,0.0118988,1.07698,1.09729,1.11639,1347.85,1902.67,0.0941281,1.00443,jf
log_lik[1733],1.16368,0.00026904,0.0106843,0.0107807,1.14632,1.16357,1.18092,1597.2,2089.24,0.111542,1.00347,jf
log_lik[1734],0.895209,0.000244813,0.0148231,0.0143569,0.870597,0.895395,0.91943,3705.94,2571.93,0.258808,1.00052,jf
log_lik[1735],0.632284,0.000261602,0.0136144,0.0132855,0.609796,0.632211,0.654604,2712.33,2289.11,0.189418,1.00122,jf
log_lik[1736],1.05963,0.000299735,0.0104397,0.0106483,1.04248,1.05955,1.0762,1218.73,1850.11,0.0851111,1.00503,jf
log_lik[1737],1.27879,0.000291758,0.0102568,0.0104142,1.26197,1.27888,1.29555,1243.92,1796.87,0.0868704,1.00516,jf
log_lik[1738],1.40223,0.000307248,0.0111796,0.0114167,1.3836,1.40236,1.42056,1341.08,1757.15,0.0936559,1.00349,jf
log_lik[1739],1.12579,0.000266521,0.0109967,0.0109208,1.10754,1.12561,1.14349,1724.7,2175.43,0.120446,1.00304,jf
log_lik[1740],1.28444,0.000263943,0.0105578,0.0106544,1.26706,1.28428,1.30147,1614.72,2252.67,0.112765,1.00322,jf
log_lik[1741],1.21055,0.000272365,0.0103971,0.0105251,1.19359,1.21039,1.22724,1474.08,2173.11,0.102944,1.00393,jf
log_lik[1742],1.29452,0.000265139,0.0105119,0.0106793,1.2772,1.29433,1.31153,1587.05,2248.75,0.110833,1.00333,jf
log_lik[1743],1.47782,0.000287053,0.0104506,0.0102986,1.46048,1.47789,1.49518,1339.65,1951.97,0.0935555,1.00445,jf
log_lik[1744],1.46778,0.00033941,0.0158923,0.0158817,1.44192,1.4684,1.49342,2207.32,2455.15,0.15415,1.00141,jf
log_lik[1745],1.43336,0.000304245,0.0110829,0.0111399,1.4144,1.43373,1.45132,1333.35,1952.36,0.093116,1.00444,jf
log_lik[1746],1.04911,0.000262316,0.0118211,0.0115177,1.02967,1.0492,1.0684,2065.43,2372.55,0.144241,1.00215,jf
log_lik[1747],0.919634,0.00025211,0.0121964,0.0121059,0.899682,0.919714,0.939744,2369.46,2362.3,0.165473,1.0015,jf
log_lik[1748],1.44099,0.000304496,0.0111534,0.011301,1.422,1.44133,1.45912,1347.09,1985.57,0.094075,1.00434,jf
log_lik[1749],0.600184,0.000276415,0.0177258,0.0175622,0.570035,0.60075,0.628543,4174.91,2826.16,0.291559,1.001,jf
log_lik[1750],1.40227,0.00030278,0.0108263,0.0108322,1.38389,1.40259,1.42008,1282.38,1848.34,0.0895561,1.00475,jf
log_lik[1751],1.36436,0.000283741,0.0103398,0.0103119,1.34748,1.36427,1.38132,1331.08,2328.41,0.0929575,1.00453,jf
log_lik[1752],1.24443,0.000287694,0.0102207,0.0103197,1.2275,1.24447,1.26102,1272.24,1799.47,0.0888481,1.00504,jf
log_lik[1753],1.16127,0.000250571,0.011431,0.0114544,1.14196,1.16111,1.18,2111.44,2354.72,0.147454,1.00174,jf
log_lik[1754],1.34579,0.000301395,0.0107053,0.0107607,1.32816,1.34582,1.36333,1278.1,1756.44,0.0892574,1.00412,jf
log_lik[1755],1.16368,0.00026904,0.0106843,0.0107807,1.14632,1.16357,1.18092,1597.2,2089.24,0.111542,1.00347,jf
log_lik[1756],1.23861,0.000336224,0.011878,0.0117598,1.21835,1.23868,1.25789,1250.55,2009.26,0.0873335,1.00455,jf
log_lik[1757],1.26111,0.000335397,0.014537,0.014758,1.23697,1.26144,1.28453,1882.92,1953.35,0.131496,1.00249,jf
log_lik[1758],0.891759,0.000251265,0.0125261,0.0123768,0.871252,0.891712,0.912368,2518.04,2505.07,0.17585,1.00118,jf
log_lik[1759],1.17168,0.000251557,0.0113365,0.0113479,1.15253,1.17157,1.19023,2058.62,2245.85,0.143765,1.00185,jf
log_lik[1760],1.54878,0.000292621,0.0108553,0.010885,1.5307,1.54896,1.56678,1389.01,2203.76,0.0970031,1.00426,jf
log_lik[1761],1.354,0.000302337,0.0107636,0.0108715,1.33618,1.35393,1.37157,1284.31,1682.01,0.0896911,1.00406,jf
log_lik[1762],0.684768,0.000283793,0.0179958,0.0177844,0.654615,0.685217,0.714414,4060.85,2732.4,0.283593,1.00086,jf
log_lik[1763],1.36215,0.000303245,0.010825,0.0109111,1.34419,1.36208,1.37982,1290.23,1614.52,0.0901045,1.00398,jf
log_lik[1764],0.770163,0.000252446,0.0141706,0.0140279,0.746519,0.770144,0.792904,3199.66,2569.15,0.223451,1.00059,jf
log_lik[1765],1.2171,0.000333518,0.0137133,0.0137462,1.19428,1.2174,1.23953,1698.31,2007.27,0.118603,1.00302,jf
log_lik[1766],1.07724,0.000244194,0.0123145,0.0119795,1.05655,1.07723,1.09729,2586.45,2441.16,0.180627,1.00086,jf
log_lik[1767],1.04152,0.000323114,0.0114309,0.0112612,1.02229,1.04161,1.06032,1261.71,1920.23,0.0881126,1.00485,jf
log_lik[1768],0.884691,0.000447266,0.0323998,0.0327236,0.830645,0.88477,0.937417,5273.76,2613.01,0.368298,1.00173,jf
log_lik[1769],0.478414,0.000676648,0.044946,0.0440161,0.405003,0.478921,0.552268,4487.89,2683.4,0.313416,0.999552,jf
log_lik[1770],0.0989849,0.000326689,0.0209064,0.0213585,0.0633781,0.0998374,0.131791,4201.95,2596.61,0.293447,0.99983,jf
log_lik[1771],0.784739,0.000483703,0.0333436,0.0334292,0.729756,0.785349,0.839006,4842.91,2629.61,0.338209,1.00041,jf
log_lik[1772],0.920332,0.000375056,0.0274026,0.0274311,0.874732,0.920514,0.964634,5379.75,2813.79,0.3757,1.00257,jf
log_lik[1773],0.781351,0.000517602,0.0356028,0.0352133,0.721349,0.78199,0.837469,4723.92,2428.83,0.329899,1.00084,jf
log_lik[1774],0.860517,0.000387855,0.0262206,0.0264678,0.816421,0.861087,0.902414,4622.87,2562.03,0.322842,1.00032,jf
log_lik[1775],0.549159,0.000602006,0.0432027,0.0439616,0.479203,0.548813,0.618595,5204.16,2546.56,0.363438,0.999495,jf
log_lik[1776],0.384007,0.000758282,0.0500761,0.0515938,0.301534,0.384619,0.464818,4290.04,2324.15,0.299599,1.00237,jf
log_lik[1777],0.856556,0.000426186,0.0285497,0.0279659,0.807313,0.857148,0.901574,4490.47,2598.64,0.313596,1.00126,jf
log_lik[1778],0.686101,0.000692391,0.0426058,0.0428727,0.616894,0.685821,0.755505,3881.64,2485.75,0.271078,1.00099,jf
log_lik[1779],0.680216,0.000650978,0.0437484,0.0448326,0.6092,0.680578,0.753881,4707.94,2758.87,0.328783,1.00081,jf
log_lik[1780],0.866257,0.000369506,0.0246239,0.0247777,0.825039,0.866678,0.905668,4469.61,2536.8,0.312139,1.00067,jf
log_lik[1781],0.837768,0.000273048,0.0127329,0.0124464,0.816285,0.837996,0.858215,2173.21,2534.02,0.151768,1.00361,jf
log_lik[1782],1.01958,0.000300147,0.0194625,0.019485,0.987465,1.01988,1.05143,4274.4,2596.04,0.298507,1.0009,jf
log_lik[1783],0.492096,0.000307672,0.014117,0.0139114,0.468412,0.492741,0.514172,2137.8,2418.56,0.149295,1.00049,jf
log_lik[1784],0.846958,0.000272577,0.0104258,0.0100033,0.829273,0.847194,0.863772,1480.47,1831.34,0.10339,1.00186,jf
log_lik[1785],0.515269,0.000389077,0.0193007,0.0193497,0.482164,0.516583,0.544844,2463.46,2005.89,0.172038,1.00102,jf
log_lik[1786],0.912121,0.000264209,0.011134,0.0108881,0.893521,0.912074,0.929879,1791.11,1847.57,0.125084,1.00148,jf
log_lik[1787],0.495993,0.000307258,0.0139956,0.0138178,0.472514,0.496642,0.517902,2107.41,2467.4,0.147173,1.00053,jf
log_lik[1788],1.01932,0.000350582,0.0238135,0.0246671,0.980176,1.0198,1.05796,4708.02,2605.27,0.328789,1.00043,jf
log_lik[1789],0.866394,0.000342988,0.0215401,0.0217575,0.83042,0.866638,0.900683,3994.19,2521.06,0.278938,1.00067,jf
log_lik[1790],-2.2604,0.00224072,0.113457,0.115554,-2.44751,-2.25745,-2.08013,2675.77,2113.76,0.186865,1.00056,jf
log_lik[1791],-1.07105,0.00107338,0.0683302,0.0668588,-1.18401,-1.07025,-0.961409,4048.17,2791.52,0.282707,1.00012,jf
log_lik[1792],-1.05459,0.00117137,0.0728806,0.0721498,-1.17793,-1.05307,-0.937517,3857.06,2438.5,0.269361,1.00101,jf
log_lik[1793],0.361016,0.000334275,0.0192929,0.0195507,0.328327,0.361453,0.391629,3323.61,2445.19,0.232107,1.0003,jf
log_lik[1794],0.572796,0.000369708,0.0149936,0.0150324,0.547725,0.573444,0.596896,1654.87,2235.86,0.115569,1.00195,jf
log_lik[1795],0.729493,0.000298192,0.0124497,0.0125238,0.707767,0.730021,0.74924,1770.17,2115.01,0.123621,1.00073,jf
log_lik[1796],0.9503,0.000263917,0.0125315,0.0121433,0.929406,0.95045,0.970315,2282.4,2213.19,0.159394,1.00078,jf
log_lik[1797],1.00732,0.000281931,0.0170887,0.0170866,0.979151,1.00769,1.03522,3743.87,2653.76,0.261457,1.00048,jf
log_lik[1798],0.564964,0.000334949,0.0146043,0.0140432,0.539362,0.565899,0.587372,1956.22,2441.36,0.136615,1.00083,jf
log_lik[1799],-0.166276,0.000511785,0.0354877,0.0357078,-0.225984,-0.164017,-0.112514,5132.61,2400.55,0.35844,0.999631,jf
log_lik[1800],-0.544776,0.000739655,0.0507549,0.0499095,-0.629194,-0.543879,-0.464516,4705.77,2588.04,0.328631,0.999973,jf
log_lik[1801],-2.28269,0.00225498,0.114034,0.116078,-2.47064,-2.27958,-2.10156,2666.76,2113.76,0.186236,1.00058,jf
log_lik[1802],-0.283039,0.000697206,0.0472227,0.0476034,-0.361945,-0.281822,-0.208282,4646.86,2787.78,0.324518,1.00032,jf
log_lik[1803],1.02298,0.000320165,0.0213948,0.0216196,0.987562,1.02326,1.05778,4539.62,2556.98,0.317029,1.0006,jf
log_lik[1804],-3.41051,0.00237266,0.120899,0.121769,-3.60693,-3.40946,-3.21299,2634.62,2373.46,0.183991,1.00082,jf
log_lik[1805],0.945256,0.000263657,0.0122951,0.0119014,0.924798,0.945384,0.964736,2201.55,2176.86,0.153747,1.00087,jf
log_lik[1806],0.342549,0.000394922,0.0233259,0.0230141,0.301574,0.343942,0.377984,3739.19,2668.66,0.26113,1.00016,jf
log_lik[1807],0.937426,0.000263466,0.0119618,0.0117545,0.917392,0.937564,0.956408,2085.93,2084.15,0.145673,1.00102,jf
log_lik[1808],0.783022,0.000285735,0.0111718,0.010999,0.76372,0.783433,0.800822,1551.57,1964.92,0.108355,1.00135,jf
log_lik[1809],-0.852733,0.00102063,0.0656217,0.0669544,-0.962944,-0.850989,-0.748872,4189.4,2726.76,0.292571,1.00004,jf
log_lik[1810],0.518987,0.000301403,0.0135009,0.0134423,0.496587,0.51912,0.540248,2016.26,2285.14,0.140807,1.00187,jf
log_lik[1811],0.801181,0.000311276,0.0145078,0.0141866,0.776193,0.801705,0.823841,2198.59,2297.44,0.15354,1.00239,jf
log_lik[1812],0.694743,0.000306767,0.0134624,0.0135847,0.671718,0.695254,0.715911,1953.75,2282.66,0.136442,1.00039,jf
log_lik[1813],-1.26093,0.00120471,0.0744101,0.0732442,-1.38481,-1.26026,-1.14028,3791.32,2681.85,0.26477,1.00035,jf
log_lik[1814],0.881247,0.000544592,0.0351898,0.035256,0.824022,0.88182,0.936941,4194.94,2760.7,0.292958,1.00086,jf
log_lik[1815],-4.2815,0.00161184,0.0991934,0.101013,-4.44878,-4.28048,-4.12114,3807.63,2311.81,0.26591,1.00023,jf
log_lik[1816],0.707929,0.000303473,0.0130657,0.0131886,0.685309,0.708447,0.728599,1880.83,2159.78,0.13135,1.00051,jf
log_lik[1817],0.746256,0.000285153,0.0105118,0.0102462,0.728227,0.746599,0.763081,1371.25,1794.8,0.0957622,1.0021,jf
log_lik[1818],0.523093,0.000347893,0.0161591,0.0154151,0.494397,0.524006,0.547794,2231.09,2436.22,0.15581,1.00051,jf
log_lik[1819],0.763667,0.000502026,0.0345315,0.0346576,0.706847,0.764322,0.820357,4817.61,2557.25,0.336442,1.00028,jf
log_lik[1820],0.819929,0.000274185,0.0119456,0.0116298,0.800052,0.820157,0.838901,1902.89,2406.88,0.13289,1.00282,jf
log_lik[1821],0.626193,0.000324636,0.0156904,0.0156843,0.599494,0.626984,0.650654,2370.84,2321.02,0.16557,1.00072,jf
log_lik[1822],-1.05472,0.00109236,0.0757446,0.075993,-1.18049,-1.05226,-0.934156,4894.73,2774.76,0.341828,1.00135,jf
log_lik[1823],-0.673168,0.000870229,0.06218,0.0631873,-0.778025,-0.670955,-0.574744,5204.87,2763.63,0.363487,1.0011,jf
log_lik[1824],0.41574,0.000317743,0.0166448,0.0160954,0.387854,0.416301,0.441668,2790.93,2688.97,0.194907,1.00013,jf
log_lik[1825],-1.07105,0.00107338,0.0683302,0.0668588,-1.18401,-1.07025,-0.961409,4048.17,2791.52,0.282707,1.00012,jf
log_lik[1826],-0.868629,0.000988814,0.063781,0.0641714,-0.976598,-0.866251,-0.770207,4158.62,2165.87,0.290421,1.00223,jf
log_lik[1827],0.606578,0.000299371,0.0111865,0.0109597,0.587922,0.606864,0.62396,1415.43,1798.45,0.0988477,1.00207,jf
log_lik[1828],0.00171732,0.000479078,0.0334929,0.0333511,-0.054201,0.0022666,0.0558286,4861.61,2384.82,0.339515,1.00021,jf
log_lik[1829],0.805843,0.000463453,0.0319823,0.0321313,0.752773,0.806417,0.857639,4851.98,2568.8,0.338843,1.00044,jf
log_lik[1830],0.739418,0.00030046,0.0116008,0.0114858,0.719445,0.739786,0.757777,1511.19,2034.81,0.105536,1.00161,jf
log_lik[1831],-2.04897,0.00188001,0.104691,0.104997,-2.22391,-2.04831,-1.87755,3113.86,2441.77,0.217459,1.00118,jf
log_lik[1832],1.01586,0.000291019,0.0185291,0.0184531,0.985381,1.01622,1.04618,4093.92,2438.91,0.285903,1.00096,jf
log_lik[1833],0.840208,0.000272969,0.0128561,0.0125726,0.818546,0.84041,0.860825,2216.37,2617.77,0.154783,1.00376,jf
log_lik[1834],0.905987,0.000410709,0.0299741,0.0300373,0.856228,0.906269,0.954614,5367.69,2728.56,0.374857,1.00203,jf
log_lik[1835],0.00889048,0.00038893,0.0218673,0.0222779,-0.0278659,0.0100639,0.0422529,3098.62,2338.08,0.216395,1.00057,jf
log_lik[1836],-1.51351,0.00150918,0.0885304,0.0879896,-1.66261,-1.5124,-1.36988,3449.74,2470.1,0.240916,1.001,jf
log_lik[1837],0.887465,0.00026634,0.0106481,0.0104003,0.869652,0.88757,0.904374,1619.37,1852.06,0.11309,1.00177,jf
log_lik[1838],0.0343425,0.000350237,0.0236667,0.0240929,-0.00566728,0.0350824,0.071442,4552.21,2543.41,0.317908,1.00001,jf
log_lik[1839],-4.31708,0.0015895,0.0918006,0.0924442,-4.47219,-4.31475,-4.16993,3403.77,2059.81,0.237705,0.999756,jf
log_lik[1840],0.392585,0.000395034,0.0239628,0.0239762,0.35189,0.393392,0.430707,3733.08,2708.47,0.260703,1.00084,jf
log_lik[1841],-2.27378,0.00224931,0.113805,0.115914,-2.46139,-2.27075,-2.09299,2669.74,2113.76,0.186444,1.00057,jf
log_lik[1842],1.02118,0.000305643,0.0200334,0.0200823,0.987901,1.02152,1.05383,4372.19,2584.02,0.305336,1.00082,jf
log_lik[1843],0.650171,0.000293384,0.0106166,0.0102426,0.632268,0.650276,0.66729,1322.18,1846.34,0.0923354,1.0029,jf
log_lik[1844],0.910114,0.000520826,0.0337453,0.0335833,0.855183,0.910823,0.96423,4268.48,2728.61,0.298093,1.00061,jf
log_lik[1845],0.672615,0.000378694,0.0176581,0.0182445,0.642978,0.673382,0.699764,2182.58,2224.98,0.152422,1.00049,jf
log_lik[1846],0.711041,0.000407447,0.0222073,0.0227149,0.673909,0.711556,0.746143,2967.55,2617.91,0.207242,0.999826,jf
log_lik[1847],0.966815,0.000265714,0.0134393,0.0131619,0.944346,0.967,0.988486,2590.41,2436.87,0.180904,1.00044,jf
log_lik[1848],0.84736,0.000272869,0.0132402,0.0129761,0.825324,0.847663,0.868702,2348.64,2838.86,0.164019,1.00355,jf
log_lik[1849],0.0918862,0.000328813,0.0212071,0.0215374,0.0559408,0.0927262,0.125268,4265.48,2624.63,0.297883,0.999844,jf
log_lik[1850],0.777026,0.000305554,0.0131096,0.0128421,0.75437,0.777608,0.797448,1843.1,2450.77,0.128714,1.00219,jf
log_lik[1851],0.720175,0.000296847,0.0110999,0.0108655,0.701184,0.720436,0.737923,1421.86,1955.82,0.0992967,1.00193,jf
log_lik[1852],0.708177,0.000404518,0.0217328,0.0223589,0.671984,0.708702,0.742368,2887.11,2616.9,0.201624,0.999876,jf
log_lik[1853],0.856256,0.000345674,0.020125,0.0194012,0.821604,0.856884,0.888632,3398.09,2026.76,0.237309,1.00194,jf
log_lik[1854],0.150878,0.000344717,0.0154459,0.0155289,0.124979,0.15153,0.174464,1977.17,2398.52,0.138078,1.0009,jf
log_lik[1855],0.807226,0.000312331,0.0149223,0.0145567,0.781329,0.80776,0.830658,2302.85,2436.05,0.160822,1.00272,jf
log_lik[1856],0.902722,0.000417084,0.0304102,0.0306318,0.852074,0.902937,0.952265,5348.76,2655.84,0.373536,1.00205,jf
log_lik[1857],0.407607,0.000680514,0.0466292,0.0464102,0.329576,0.407955,0.481886,4803.12,2354.01,0.33543,1.00017,jf
log_lik[1858],0.918863,0.000511918,0.0332717,0.033153,0.864678,0.919627,0.971935,4301.18,2742.3,0.300377,1.0007,jf
log_lik[1859],0.53971,0.000605644,0.0435992,0.0442676,0.468996,0.53931,0.609841,5208.38,2545.15,0.363732,0.999505,jf
log_lik[1860],1.00471,0.000279941,0.01674,0.0167928,0.977171,1.005,1.03178,3637.2,2626.93,0.254007,1.00019,jf
log_lik[1861],0.70763,0.000544744,0.0371835,0.0366142,0.646243,0.708519,0.768665,4735.52,2719.36,0.33071,1.00018,jf
log_lik[1862],0.997626,0.000405215,0.0274039,0.0282606,0.95247,0.997865,1.04218,4629.9,2686.91,0.323333,1.0004,jf
log_lik[1863],0.719719,0.000291528,0.0105989,0.0102145,0.701861,0.719791,0.736607,1342.46,1780.51,0.0937518,1.00209,jf
log_lik[1864],0.562183,0.000601355,0.0405599,0.0407948,0.494465,0.563127,0.626572,4670.18,2451.5,0.326146,1.00013,jf
log_lik[1865],0.674565,0.000474434,0.027432,0.0273674,0.62847,0.675376,0.718679,3414.44,2463.83,0.238451,0.999907,jf
log_lik[1866],0.803311,0.000319462,0.0140982,0.0141997,0.779534,0.803661,0.82587,1921.64,2472.05,0.134199,1.00126,jf
log_lik[1867],0.923803,0.000308725,0.0219072,0.0219746,0.887045,0.924084,0.959042,5132.98,2577.62,0.358466,1.00274,jf
